lead_id,lead_indicator,date_part,source,purchases,time_spent,customer_group,onboarding,customer_code,n_visits,bin_source
197,1.0,2024-01-01,signup,0.25,0.8707843282581944,0.125,True,VDNVRNQBWI,0.5714285714285714,group1
199,1.0,2024-01-12,fb,0.5,0.8528170943282976,0.875,True,BAMSCUZLRR,0.5238095238095237,socials
200,1.0,2024-01-05,signup,0.125,0.5133417330421275,0.5,True,JBIJNXCLSV,0.4761904761904761,group1
201,0.0,2024-01-23,fb,0.5,0.7103495866555232,0.75,False,HXQIGRZYYJ,0.23809523809523808,socials
202,0.0,2024-01-24,li,1.0,0.8522428228208678,0.0,True,QOKKJMLKRM,0.047619047619047616,socials
203,1.0,2024-01-18,fb,0.5,0.9220200023656044,0.75,True,JOPIYWJTKY,0.5714285714285714,socials
204,1.0,2024-01-20,signup,0.375,0.23366096737042197,0.125,False,DIEBKIQXIE,0.5714285714285714,group1
205,0.0,2024-01-02,fb,0.75,0.06273683674445474,0.375,False,DWWAWBBDVY,0.0,socials
206,0.0,2024-01-04,li,0.375,0.7917420154120194,0.5,True,BWEBURJRDA,0.047619047619047616,socials
207,1.0,2024-01-15,fb,0.75,0.6668948447168468,0.625,False,LIJHQCUPLZ,0.6190476190476191,socials
208,0.0,2024-01-06,li,0.5,0.9075290965575751,0.25,True,WAYZXBTUJM,0.0,socials
209,0.0,2024-01-22,organic,0.5,0.46578568788111774,0.375,False,BVLGHTCUAV,0.19047619047619047,group1
210,1.0,2024-01-12,organic,0.125,0.15580388964363534,0.5,False,IXRNCHVFPJ,0.7142857142857142,group1
211,1.0,2024-01-29,signup,0.375,0.5353628201726996,0.75,False,PLTYLCEFBO,0.5714285714285714,group1
212,1.0,2024-01-18,signup,0.5,0.806101473395707,0.875,False,UXHKQSMYVV,0.7142857142857142,group1
213,0.0,2024-01-27,signup,0.0,0.4207378565509159,0.0,True,ZOYWTXPOZY,0.047619047619047616,group1
214,1.0,2024-01-20,signup,0.5,0.3910461147226454,0.5,True,JNWPKXCSSO,0.6666666666666665,group1
215,0.0,2024-01-04,signup,1.0,0.2809717312628184,0.875,False,VUZLWIFHQJ,0.23809523809523808,group1
216,0.0,2024-01-30,li,0.125,0.792201358157846,0.0,False,BIIJXPTASC,0.0,socials
217,1.0,2024-01-01,organic,0.875,0.26099675871633465,0.125,False,PZGACXKEXZ,0.6190476190476191,group1
218,1.0,2024-01-15,organic,0.5,0.3996141309170467,0.75,False,CUTSCZDZWQ,0.42857142857142855,group1
220,1.0,2024-01-18,organic,0.875,0.1395997635011179,0.375,False,EZGEPATGYU,0.8095238095238095,group1
221,1.0,2024-01-14,signup,0.375,0.7005395367021094,0.625,False,MKSYUTUPJP,0.5238095238095237,group1
222,0.0,2024-01-03,li,0.125,0.2690302543260432,0.25,True,IFEIPBNHVU,0.0,socials
223,0.0,2024-01-29,li,1.0,0.21190889132160784,0.625,True,NIUVQQZHQO,0.3333333333333333,socials
225,0.0,2024-01-27,organic,1.0,0.4929624794104792,1.0,True,GBPXANCBCR,0.6190476190476191,group1
227,0.0,2024-01-27,signup,0.375,0.4348245023385653,0.125,False,FJPJFRMSBU,0.19047619047619047,group1
228,1.0,2024-01-24,li,0.375,0.7358336896943314,0.5,True,EKPSIWSLDO,0.42857142857142855,socials
229,1.0,2024-01-31,li,0.5,0.6108563863698917,0.125,True,BUSRVVXSGW,0.2857142857142857,socials
230,1.0,2024-01-22,signup,0.5,0.46185672057015115,1.0,False,EQOMPRQEWY,0.3333333333333333,group1
232,1.0,2024-01-22,organic,0.25,0.31737672311202836,0.875,True,VHKRSWWREF,0.42857142857142855,group1
233,0.0,2024-01-07,fb,0.75,0.6093401558014762,0.0,True,PJNGWUVMYT,0.047619047619047616,socials
234,0.0,2024-01-06,signup,0.5,0.4800249365255378,0.625,False,WDCBAOBGWP,0.23809523809523808,group1
235,1.0,2024-01-26,signup,0.75,0.4590570407635468,0.5,True,YLJXFOVMVA,0.5238095238095237,group1
236,0.0,2024-01-22,li,0.25,0.4458461678394867,0.75,True,XILPEQVUUS,0.38095238095238093,socials
237,0.0,2024-01-01,organic,0.25,0.21171762794436289,0.25,False,RKOGZVKLNC,0.09523809523809523,group1
238,1.0,2024-01-19,fb,0.125,0.7722839589498709,0.75,False,JRRVTGUKOI,0.6666666666666665,socials
239,0.0,2024-01-07,organic,0.0,0.6081127445057568,0.625,True,KCXCVDJRTY,0.38095238095238093,group1
240,1.0,2024-01-04,signup,0.5,0.5996933837200848,0.75,False,ZYKTZXDHHZ,0.42857142857142855,group1
242,1.0,2024-01-20,li,0.0,0.5807157373636538,0.875,False,GKNTLGMLBI,0.9999999999999998,socials
243,0.0,2024-01-23,fb,1.0,0.423263643433049,0.5,True,HGXTZMAJMJ,0.2857142857142857,socials
244,0.0,2024-01-25,fb,0.5,0.2717738224284605,0.375,False,JGYZNLEHEX,0.7142857142857142,socials
245,1.0,2024-01-30,organic,0.25,0.27025981916176356,0.125,False,BJYJXEEHZN,0.14285714285714285,group1
246,0.0,2024-01-27,signup,0.375,0.8411453548866086,0.75,True,None,0.0,group1
249,1.0,2024-01-31,li,0.625,0.4014938705393316,0.0,False,OCNQEAYKAO,0.23809523809523808,socials
250,0.0,2024-01-18,signup,0.625,0.3777139033697354,0.625,False,FVIKAFWSNY,0.0,group1
251,0.0,2024-01-09,li,0.5,0.2073931860540994,0.25,True,CBZKJDXZJO,0.09523809523809523,socials
253,0.0,2024-01-22,signup,0.75,0.3264509645698528,1.0,True,BDQKEYUSMI,0.047619047619047616,group1
255,1.0,2024-01-01,li,0.375,0.618615730388064,0.0,True,XBSSLARQKT,0.4761904761904761,socials
256,1.0,2024-01-09,signup,0.5,0.4679125023956332,0.875,True,FSXSWSYZUJ,0.38095238095238093,group1
257,1.0,2024-01-27,li,0.5,0.7541943329578049,0.5,False,IOKJJPTWQC,0.7619047619047619,socials
258,1.0,2024-01-15,organic,0.25,0.7038304500056167,0.875,False,ODEZPTEBLM,0.5714285714285714,group1
259,0.0,2024-01-22,signup,0.125,0.45052825279945585,1.0,True,KSFIGBQODL,0.23809523809523808,group1
260,1.0,2024-01-08,organic,0.625,0.4671452425521294,0.0,False,VOMRMNEKWC,0.5238095238095237,group1
262,0.0,2024-01-15,fb,0.875,0.23156345122255173,0.25,True,NQVTYPCLHS,0.047619047619047616,socials
264,1.0,2024-01-07,organic,0.375,0.022634247558042553,0.25,False,GMFENZGIQZ,0.5714285714285714,group1
265,1.0,2024-01-22,fb,0.625,0.6455589218640112,0.0,False,HODKJTWQIQ,0.2857142857142857,socials
266,1.0,2024-01-18,li,0.375,0.411873558524952,0.0,False,ASBTVOFTQE,0.3333333333333333,socials
267,1.0,2024-01-16,signup,0.5,0.9104362085272197,0.375,False,LYBCDYVCHQ,0.857142857142857,group1
269,0.0,2024-01-04,organic,0.375,0.32789682425735434,0.375,False,ZVJGIQJRKK,0.09523809523809523,group1
270,1.0,2024-01-20,signup,0.375,0.4602481217426986,0.25,True,GOGGTKNAMI,0.5238095238095237,group1
271,1.0,2024-01-16,li,0.625,0.5673530389226205,0.5,False,GGLHKSLNYD,0.5714285714285714,socials
272,1.0,2024-01-03,signup,0.375,0.350694584192607,0.875,False,MPHAMNJDFG,0.19047619047619047,group1
273,1.0,2024-01-24,organic,0.5,0.5077611907848092,1.0,False,LNLOKXOGDQ,0.42857142857142855,group1
274,1.0,2024-01-30,li,0.625,0.8201107224812376,0.25,True,QDWSXJPFUJ,0.7142857142857142,socials
275,1.0,2024-01-23,signup,0.75,0.5017725891664409,0.5,True,RWQKNZRIVB,0.5238095238095237,group1
276,1.0,2024-01-02,signup,0.125,0.13239133746174048,0.625,True,RGEDZASBRA,0.6666666666666665,group1
277,1.0,2024-01-03,li,0.875,0.6197521200870879,0.25,False,KRTKRGYRAQ,0.7619047619047619,socials
278,1.0,2024-01-26,li,0.125,0.6851074871354923,0.5,True,ETYBTNTFHL,0.9999999999999998,socials
279,1.0,2024-01-25,signup,0.5,0.4417038738502401,0.875,True,ZDCQVADSDR,0.5238095238095237,group1
280,1.0,2024-01-29,fb,0.375,0.6118807670830835,0.75,True,QIERBLUDNW,0.6190476190476191,socials
281,0.0,2024-01-05,signup,0.5,0.2285972218473855,0.875,False,XVACGPNCAJ,0.14285714285714285,group1
283,0.0,2024-01-19,li,0.375,0.528769080247284,0.0,True,SCZZHKOJDO,0.19047619047619047,socials
284,1.0,2024-01-24,organic,0.625,0.5361458960171701,0.75,False,DFMDWZIPLG,0.4761904761904761,group1
285,0.0,2024-01-20,organic,0.625,0.1758612495184697,0.5,False,TGFYJUORTV,0.14285714285714285,group1
286,0.0,2024-01-30,signup,0.25,0.3386364194878073,0.0,False,VEYIFYUIOP,0.09523809523809523,group1
287,1.0,2024-01-02,organic,0.375,0.8652189411043376,0.125,False,IBCOHUWVWA,0.38095238095238093,group1
